source,participant_id,stage_id,condition,case_id,part_id,item_no,sentence_id,source_text,sentence_text,state,start_time,end_time,iso_start,iso_end,iso_range,unknown,sink,interlude,accepted_ai_without_edit,unresolved_time_texts,notes
human,P3,stage1,Human-only,H-C3,H-C3,4,8.5.4,高祖本纪,老人看了孝惠，说：“夫人所以显贵，就是这个孩子的缘故。”看了鲁元，也是贵相。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,5,8.5.5,高祖本纪,老人已经走了，高祖正好从别人家来到田间，吕后告诉他一位客人从这里经过，给我们母子看相，说将来都是大贵人，高祖问老父在哪儿.,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,6,8.5.6,高祖本纪,吕后说：“走出不远。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,7,8.5.7,高祖本纪,高祖追上了老人，向他询问。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,8,8.5.8,高祖本纪,老人说：“刚才相过夫人和孩子，他们都跟你相似，你的相貌，贵不可言。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,9,8.5.9,高祖本纪,高祖便道谢说：“如果真像老父所说，决不忘记对我的恩德。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,10,8.5.10,高祖本纪,等到高祖显贵，竟然不知道老人的去处了。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,11,8.6.1,高祖本纪,高祖做亭长，以竹皮为帽，这帽子是他派求盗到薛县制做的，经常戴着它。,time_range,,,,,,false,true,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,12,8.22.1,高祖本纪,汉元年十月，沛公的军队先于各路诸侯到达霸上。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,13,8.22.2,高祖本纪,秦王于婴素车白马，用丝带系着脖子，封了皇帝的印玺和符节，在轵道旁投降。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,14,8.22.3,高祖本纪,将领们有的主张杀死秦王。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,15,8.22.4,高祖本纪,沛公说：“当初楚怀王派遣我，本来是因为我能宽大容人。况且人家已经降服，又杀死人家，不吉利。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,16,8.22.5,高祖本纪,于是就把秦王交给了官吏，向西进入咸阳。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,17,8.22.6,高祖本纪,沛公想要留在宫殿中休息，樊哙、张良劝说后，才封闭了秦宫的贵重珍宝、财物和库房，回军霸上。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,18,8.22.7,高祖本纪,召集各县的父老、豪杰说：“父老们苦于秦朝的严刑峻法已经很久了，诽谤朝政的要灭族，相聚议论的要在街市上处斩。我和诸侯们约定，先入关的在关中称王，我应当称王关中。同父老们约定，法律只有三章：杀人的处死，伤人和抢劫的处以与所犯罪相当的刑罚。其余的秦朝法律全部废除。官吏和百姓都要安居如故。我所以到这里来，是为父老们除害，不会有欺凌暴虐的行为，不要害怕。我所以回军霸上，是等待诸侯们到来制定共同遵守的纪律。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,19,8.22.8,高祖本纪,沛公派人与秦朝官吏巡行县城乡间，告谕百姓。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,20,8.22.9,高祖本纪,秦地的百姓大为高兴，争先恐后地拿出牛羊酒食款待士兵。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,21,8.22.10,高祖本纪,沛公又谦让不肯接受，说：“仓库的谷子很多，不缺乏，不愿破费百姓。”百姓更加高兴，唯恐沛公不做秦王。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,22,8.23.1,高祖本纪,有人劝沛公说：“秦地比天下富足十倍，地势好。如今听说章邯投降了项羽，项羽就给了雍王的封号，称王于关中。现在即将来到关中就国，你沛公恐怕不能占有这个地方了。应赶快派兵把守函谷关，不让诸侯军进来，逐渐征集关中兵，以加强实力，抵抗诸侯兵。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,23,8.23.2,高祖本纪,沛公赞成他的计策，照着做了。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,24,8.23.3,高祖本纪,十一月间，项羽果然率领诸侯军西进，想要入关，而关门闭着。,time_range,汉元年十一月,汉元年十二月,-0206-11,-0206-12,-0206-11to-0206-12,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,25,8.23.4,高祖本纪,听说沛公已经平定关中，大怒，派黥布等攻破了函谷关。,time_range,汉元年十一月,汉元年十二月,-0206-11,-0206-12,-0206-11to-0206-12,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,26,8.23.5,高祖本纪,十二月间，就到了戏水。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,27,8.23.6,高祖本纪,沛公左司马曹无伤听说项王发怒，,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,28,8.23.7,高祖本纪,要攻打沛公，派人告诉项羽说：“沛公想要称王关中，令子婴为相，珍宝被他全部占有了。”,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,29,8.23.8,高祖本纪,打算以此求得封赏。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,30,8.23.9,高祖本纪,亚父劝项羽进攻沛公。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,31,8.23.10,高祖本纪,当时项羽饱餐士卒，准备明日会战。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,32,8.23.11,高祖本纪,这时项羽兵四十万，号称百万。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,33,8.23.12,高祖本纪,沛公兵十万，号称二十万，兵力敌不过项羽。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,34,8.23.13,高祖本纪,恰巧项伯要救张良，夜间去见他。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,35,8.23.14,高祖本纪,（回来后，）用道理劝说项羽，项羽取消了进攻沛公的计划。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,36,8.23.15,高祖本纪,沛公带来了一百多骑兵，驰至鸿门，来见项羽，表示歉意。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,37,8.23.16,高祖本纪,项羽说：“这是你沛公左司马曹无伤向我说的。不然，我项羽何至于做这样的事。”,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,38,8.23.17,高祖本纪,沛公因为樊哙、张良的缘故，得以脱身返回。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,39,8.23.18,高祖本纪,回来后，立刻杀了曹无伤。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,40,8.24.1,高祖本纪,项羽向西进军，屠杀无辜，焚毁咸阳秦宫室，所过之处，无不遭到摧残破坏。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,41,8.24.2,高祖本纪,秦地的百姓大失所望，然而心里恐惧，不敢不服从。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,42,8.25.1,高祖本纪,项羽派人回去报告楚怀王。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,43,8.25.2,高祖本纪,楚怀王说：“按照原来的约定办。”,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,44,8.25.3,高祖本纪,项羽怨恨楚怀王不肯让他与沛公一起西进入关，而派他北上救赵，,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,45,8.25.4,高祖本纪,在天下诸侯争夺称王关中的约定中落在后面，他就说：“怀王这个人，我家项梁所立，没有什么功劳，凭什么主持约定。本来安定天下的，是诸位将领和我项籍。”,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,46,8.25.5,高祖本纪,就假意推尊楚怀王为义帝，实际上不听从他的命令。,time_range,汉元年十二月,汉元年正月,-0206-12,-0205-01,-0206-12to-0205-01,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,47,8.26.1,高祖本纪,正月，项羽自立为西楚霸王，在梁、楚地区的九个郡称王，建都彭城。,time_range,汉元年正月,+infinity,-0205-01,+infinity,-0205-01to+infinity,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,48,8.26.2,高祖本纪,背弃原来的约定，改立沛公为汉王，在巴、蜀、汉中称玉，建都南郑。,time_range,汉元年正月,+infinity,-0205-01,+infinity,-0205-01to+infinity,false,false,false,,,
human,P3,stage1,Human-only,H-C3,H-C3,49,8.26.3,高祖本纪,把关中瓜分为三，封立秦朝的三个将领：章邯为雍王，建都废丘：司马欣为塞王，建都栎阳；董翳为翟王，建都高奴。,time_range,汉元年正月,+infinity,-0205-01,+infinity,-0205-01to+infinity,false,false,false,,,
human,P2,stage2,Human+AI,H-C3,H-C3,1,8.5.1,高祖本纪,高祖作亭长时，曾经请假回家。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,true,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,2,8.5.2,高祖本纪,吕后与两个孩子在田间除草，有一老人路过，要些水喝，吕后就请他吃了饭。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,3,8.5.3,高祖本纪,老人给吕后相面，说：“夫人是天下的贵人。”吕后让他给两个孩子看相。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,4,8.5.4,高祖本纪,老人看了孝惠，说：“夫人所以显贵，就是这个孩子的缘故。”看了鲁元，也是贵相。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,5,8.5.5,高祖本纪,老人已经走了，高祖正好从别人家来到田间，吕后告诉他一位客人从这里经过，给我们母子看相，说将来都是大贵人，高祖问老父在哪儿.,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,6,8.5.6,高祖本纪,吕后说：“走出不远。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,7,8.5.7,高祖本纪,高祖追上了老人，向他询问。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,8,8.5.8,高祖本纪,老人说：“刚才相过夫人和孩子，他们都跟你相似，你的相貌，贵不可言。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,9,8.5.9,高祖本纪,高祖便道谢说：“如果真像老父所说，决不忘记对我的恩德。”,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,10,8.5.10,高祖本纪,等到高祖显贵，竟然不知道老人的去处了。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,false,no,,"AI建议时间：(-infinity, 汉元年十月)"
human,P2,stage2,Human+AI,H-C3,H-C3,11,8.6.1,高祖本纪,高祖做亭长，以竹皮为帽，这帽子是他派求盗到薛县制做的，经常戴着它。,time_range,-infinity,汉元年十月,-infinity,-0206-10,-infinityto-0206-10,false,false,true,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,12,8.22.1,高祖本纪,汉元年十月，沛公的军队先于各路诸侯到达霸上。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,13,8.22.2,高祖本纪,秦王于婴素车白马，用丝带系着脖子，封了皇帝的印玺和符节，在轵道旁投降。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,14,8.22.3,高祖本纪,将领们有的主张杀死秦王。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,15,8.22.4,高祖本纪,沛公说：“当初楚怀王派遣我，本来是因为我能宽大容人。况且人家已经降服，又杀死人家，不吉利。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,16,8.22.5,高祖本纪,于是就把秦王交给了官吏，向西进入咸阳。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,17,8.22.6,高祖本纪,沛公想要留在宫殿中休息，樊哙、张良劝说后，才封闭了秦宫的贵重珍宝、财物和库房，回军霸上。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,18,8.22.7,高祖本纪,召集各县的父老、豪杰说：“父老们苦于秦朝的严刑峻法已经很久了，诽谤朝政的要灭族，相聚议论的要在街市上处斩。我和诸侯们约定，先入关的在关中称王，我应当称王关中。同父老们约定，法律只有三章：杀人的处死，伤人和抢劫的处以与所犯罪相当的刑罚。其余的秦朝法律全部废除。官吏和百姓都要安居如故。我所以到这里来，是为父老们除害，不会有欺凌暴虐的行为，不要害怕。我所以回军霸上，是等待诸侯们到来制定共同遵守的纪律。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,19,8.22.8,高祖本纪,沛公派人与秦朝官吏巡行县城乡间，告谕百姓。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,20,8.22.9,高祖本纪,秦地的百姓大为高兴，争先恐后地拿出牛羊酒食款待士兵。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,21,8.22.10,高祖本纪,沛公又谦让不肯接受，说：“仓库的谷子很多，不缺乏，不愿破费百姓。”百姓更加高兴，唯恐沛公不做秦王。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,22,8.23.1,高祖本纪,有人劝沛公说：“秦地比天下富足十倍，地势好。如今听说章邯投降了项羽，项羽就给了雍王的封号，称王于关中。现在即将来到关中就国，你沛公恐怕不能占有这个地方了。应赶快派兵把守函谷关，不让诸侯军进来，逐渐征集关中兵，以加强实力，抵抗诸侯兵。”,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,23,8.23.2,高祖本纪,沛公赞成他的计策，照着做了。,time_range,汉元年十月,汉元年十一月,-0206-10,-0206-11,-0206-10to-0206-11,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,24,8.23.3,高祖本纪,十一月间，项羽果然率领诸侯军西进，想要入关，而关门闭着。,time_range,汉元年十一月,汉元年十二月,-0206-11,-0206-12,-0206-11to-0206-12,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,25,8.23.4,高祖本纪,听说沛公已经平定关中，大怒，派黥布等攻破了函谷关。,time_range,汉元年十一月,汉元年十二月,-0206-11,-0206-12,-0206-11to-0206-12,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,26,8.23.5,高祖本纪,十二月间，就到了戏水。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,27,8.23.6,高祖本纪,沛公左司马曹无伤听说项王发怒，,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,28,8.23.7,高祖本纪,要攻打沛公，派人告诉项羽说：“沛公想要称王关中，令子婴为相，珍宝被他全部占有了。”,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,29,8.23.8,高祖本纪,打算以此求得封赏。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,30,8.23.9,高祖本纪,亚父劝项羽进攻沛公。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,31,8.23.10,高祖本纪,当时项羽饱餐士卒，准备明日会战。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,32,8.23.11,高祖本纪,这时项羽兵四十万，号称百万。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,33,8.23.12,高祖本纪,沛公兵十万，号称二十万，兵力敌不过项羽。,sink,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,true,false,no,,
human,P2,stage2,Human+AI,H-C3,H-C3,34,8.23.13,高祖本纪,恰巧项伯要救张良，夜间去见他。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,35,8.23.14,高祖本纪,（回来后，）用道理劝说项羽，项羽取消了进攻沛公的计划。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,36,8.23.15,高祖本纪,沛公带来了一百多骑兵，驰至鸿门，来见项羽，表示歉意。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,37,8.23.16,高祖本纪,项羽说：“这是你沛公左司马曹无伤向我说的。不然，我项羽何至于做这样的事。”,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,38,8.23.17,高祖本纪,沛公因为樊哙、张良的缘故，得以脱身返回。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,39,8.23.18,高祖本纪,回来后，立刻杀了曹无伤。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,40,8.24.1,高祖本纪,项羽向西进军，屠杀无辜，焚毁咸阳秦宫室，所过之处，无不遭到摧残破坏。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,41,8.24.2,高祖本纪,秦地的百姓大失所望，然而心里恐惧，不敢不服从。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,42,8.25.1,高祖本纪,项羽派人回去报告楚怀王。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,43,8.25.2,高祖本纪,楚怀王说：“按照原来的约定办。”,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,44,8.25.3,高祖本纪,项羽怨恨楚怀王不肯让他与沛公一起西进入关，而派他北上救赵，,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,45,8.25.4,高祖本纪,在天下诸侯争夺称王关中的约定中落在后面，他就说：“怀王这个人，我家项梁所立，没有什么功劳，凭什么主持约定。本来安定天下的，是诸位将领和我项籍。”,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,46,8.25.5,高祖本纪,就假意推尊楚怀王为义帝，实际上不听从他的命令。,time_range,汉元年十二月,秦二世三年正月,-0206-12,-0206-01,-0206-12to-0206-01,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,47,8.26.1,高祖本纪,正月，项羽自立为西楚霸王，在梁、楚地区的九个郡称王，建都彭城。,time_range,秦二世三年正月,+infinity,-0206-01,+infinity,-0206-01to+infinity,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,48,8.26.2,高祖本纪,背弃原来的约定，改立沛公为汉王，在巴、蜀、汉中称玉，建都南郑。,time_range,秦二世三年正月,+infinity,-0206-01,+infinity,-0206-01to+infinity,false,false,false,yes,,
human,P2,stage2,Human+AI,H-C3,H-C3,49,8.26.3,高祖本纪,把关中瓜分为三，封立秦朝的三个将领：章邯为雍王，建都废丘：司马欣为塞王，建都栎阳；董翳为翟王，建都高奴。,time_range,秦二世三年正月,+infinity,-0206-01,+infinity,-0206-01to+infinity,false,false,false,yes,,
human,P4,stage2,Human-only,H-C4,H-C4,1,7.28.1,项羽本纪,汉二年冬，项羽北上到达城阳，田荣也率军到此与项羽会战。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,2,7.28.2,项羽本纪,田荣兵败，逃到平原，平原百姓杀死了他。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,3,7.28.3,项羽本纪,楚军北进，烧毁齐国房屋，夷平齐国城郭，坑杀田荣降卒，掳掠老弱妇女。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,4,7.28.4,项羽本纪,在齐攻城略地，直至北海，到处烧杀掠夺。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,5,7.28.5,项羽本纪,齐国人联合起来反抗项羽。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,6,7.28.6,项羽本纪,田荣的弟弟田横收集齐国逃散的士卒，得到几万人，反于城阳。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,7,7.28.7,项羽本纪,项王因此留下来，连续攻打几次都没有攻下城阳。,time_range,汉二年冬,汉二年春,-0205-12,-0204-03,-0205-12to-0204-03,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,8,7.29.1,项羽本纪,春天，汉王统率五路诸侯的军队，共五十六万人，东进伐楚。,time_range,汉二年春,汉二年四月,-0204-03,-0204-04,-0204-03to-0204-04,false,false,false,,,
human,P4,stage2,Human-only,H-C4,H-C4,9,7.29.2,项羽本纪,项王听到这个消息，即令诸将攻打齐国，而自己带领精兵三万人南下，由鲁越过胡陵。,time_range,汉二年春,汉二年四月,-0204-03,-0204-04,-0204-03to-0204-04,false,false,false,,,
