case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C3,H-C3,21,8.22.10,高祖本纪,沛公又谦让不肯接受，说：“仓库的谷子很多，不缺乏，不愿破费百姓。”百姓更加高兴，唯恐沛公不做秦王。,-0206-10,-0206-11,,汉高祖元年十月,8.22.1,-0206-10,-0206-11,-0206-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.22.1; TM=汉高祖元年十月; Granularity=2. | consensus:majority=3/3,-0206-10,-0206-11,,,
H-C3,H-C3,22,8.23.1,高祖本纪,有人劝沛公说：“秦地比天下富足十倍，地势好。如今听说章邯投降了项羽，项羽就给了雍王的封号，称王于关中。现在即将来到关中就国，你沛公恐怕不能占有这个地方了。应赶快派兵把守函谷关，不让诸侯军进来，逐渐征集关中兵，以加强实力，抵抗诸侯兵。”,-0206-10,-0206-11,,汉高祖元年十月,8.22.1,-0206-10,-0206-11,-0206-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.22.1; TM=汉高祖元年十月; Granularity=2. | consensus:majority=3/3,-0206-10,-0206-11,,,
H-C3,H-C3,23,8.23.2,高祖本纪,沛公赞成他的计策，照着做了。,-0206-10,-0206-11,,汉高祖元年十月,8.22.1,-0206-10,-0206-11,-0206-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.22.1; TM=汉高祖元年十月; Granularity=2. | consensus:majority=3/3,-0206-10,-0206-11,,,
H-C3,H-C3,24,8.23.3,高祖本纪,十一月间，项羽果然率领诸侯军西进，想要入关，而关门闭着。,-0206-11,-0206-12,,汉高祖元年十一月,8.23.3,-0206-11,-0206-12,-0206-11-01to-0206-12-01,,,1,十一月间,,,,,Agent TimeBlock=8.23.3; TM=汉高祖元年十一月; Granularity=2. | consensus:majority=3/3,-0206-11,-0206-12,,,
H-C3,H-C3,25,8.23.4,高祖本纪,听说沛公已经平定关中，大怒，派黥布等攻破了函谷关。,-0206-11,-0206-12,,汉高祖元年十一月,8.23.3,-0206-11,-0206-12,-0206-11-01to-0206-12-01,,,,,,,,,Agent TimeBlock=8.23.3; TM=汉高祖元年十一月; Granularity=2. | consensus:majority=3/3,-0206-11,-0206-12,,,
H-C3,H-C3,26,8.23.5,高祖本纪,十二月间，就到了戏水。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.5,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,1,十二月间,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. | consensus:majority=3/3,-0206-12,-0205-01,,,
H-C3,H-C3,27,8.23.6,高祖本纪,沛公左司马曹无伤听说项王发怒，,-0206-12,-0205-01,,汉高祖元年十二月,8.23.5,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. | consensus:majority=3/3,-0206-12,-0205-01,,,
H-C3,H-C3,28,8.23.7,高祖本纪,要攻打沛公，派人告诉项羽说：“沛公想要称王关中，令子婴为相，珍宝被他全部占有了。”,-0206-12,-0205-01,,汉高祖元年十二月,8.23.5,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. | consensus:majority=3/3,-0206-12,-0205-01,,,
H-C3,H-C3,29,8.23.8,高祖本纪,打算以此求得封赏。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.5,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. | consensus:majority=3/3,-0206-12,-0205-01,,,
H-C3,H-C3,30,8.23.9,高祖本纪,亚父劝项羽进攻沛公。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.5,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.5; TM=汉高祖元年十二月; Granularity=2. | consensus:majority=3/3,-0206-12,-0205-01,,,
H-C3,H-C3,31,8.23.10,高祖本纪,当时项羽饱餐士卒，准备明日会战。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,1,明日,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:majority=2/3,-0206-12,-0205-01,,,
H-C3,H-C3,32,8.23.11,高祖本纪,这时项羽兵四十万，号称百万。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:majority=2/3,-0206-12,-0205-01,,,
H-C3,H-C3,33,8.23.12,高祖本纪,沛公兵十万，号称二十万，兵力敌不过项羽。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:majority=2/3,-0206-12,-0205-01,,,
H-C3,H-C3,34,8.23.13,高祖本纪,恰巧项伯要救张良，夜间去见他。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:majority=2/3,-0206-12,-0205-01,,,
H-C3,H-C3,35,8.23.14,高祖本纪,（回来后，）用道理劝说项羽，项羽取消了进攻沛公的计划。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:majority=2/3,-0206-12,-0205-01,,,
H-C3,H-C3,36,8.23.15,高祖本纪,沛公带来了一百多骑兵，驰至鸿门，来见项羽，表示歉意。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,37,8.23.16,高祖本纪,项羽说：“这是你沛公左司马曹无伤向我说的。不然，我项羽何至于做这样的事。”,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,38,8.23.17,高祖本纪,沛公因为樊哙、张良的缘故，得以脱身返回。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,39,8.23.18,高祖本纪,回来后，立刻杀了曹无伤。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,40,8.24.1,高祖本纪,项羽向西进军，屠杀无辜，焚毁咸阳秦宫室，所过之处，无不遭到摧残破坏。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,41,8.24.2,高祖本纪,秦地的百姓大失所望，然而心里恐惧，不敢不服从。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,42,8.25.1,高祖本纪,项羽派人回去报告楚怀王。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,43,8.25.2,高祖本纪,楚怀王说：“按照原来的约定办。”,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,44,8.25.3,高祖本纪,项羽怨恨楚怀王不肯让他与沛公一起西进入关，而派他北上救赵，,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,45,8.25.4,高祖本纪,在天下诸侯争夺称王关中的约定中落在后面，他就说：“怀王这个人，我家项梁所立，没有什么功劳，凭什么主持约定。本来安定天下的，是诸位将领和我项籍。”,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,46,8.25.5,高祖本纪,就假意推尊楚怀王为义帝，实际上不听从他的命令。,-0206-12,-0205-01,,汉高祖元年十二月,8.23.10,-0206-12,-0205-01,-0206-12-01to-0205-01-01,,,,,,,,,Agent TimeBlock=8.23.10; TM=汉高祖元年十二月; Granularity=0. | consensus:medoid_runs=3,-0206-12,-0205-01,,,
H-C3,H-C3,47,8.26.1,高祖本纪,正月，项羽自立为西楚霸王，在梁、楚地区的九个郡称王，建都彭城。,-0205-01,+infinity,,汉高祖元年正月,8.26.1,-0205-01,+infinity,-0205-01-01to+infinity,,,1,正月,,,,,Agent TimeBlock=8.26.1; TM=汉高祖元年正月; Granularity=2. | consensus:majority=3/3,-0205-01,+infinity,,,
H-C3,H-C3,48,8.26.2,高祖本纪,背弃原来的约定，改立沛公为汉王，在巴、蜀、汉中称玉，建都南郑。,-0205-01,+infinity,,汉高祖元年正月,8.26.1,-0205-01,+infinity,-0205-01-01to+infinity,,,,,,,,,Agent TimeBlock=8.26.1; TM=汉高祖元年正月; Granularity=2. | consensus:majority=3/3,-0205-01,+infinity,,,
H-C3,H-C3,49,8.26.3,高祖本纪,把关中瓜分为三，封立秦朝的三个将领：章邯为雍王，建都废丘：司马欣为塞王，建都栎阳；董翳为翟王，建都高奴。,-0205-01,+infinity,,汉高祖元年正月,8.26.1,-0205-01,+infinity,-0205-01-01to+infinity,,,,,,,,,Agent TimeBlock=8.26.1; TM=汉高祖元年正月; Granularity=2. | consensus:majority=3/3,-0205-01,+infinity,,,
H-C4,H-C4,1,7.28.1,项羽本纪,汉二年冬，项羽北上到达城阳，田荣也率军到此与项羽会战。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,1,汉二年冬,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,2,7.28.2,项羽本纪,田荣兵败，逃到平原，平原百姓杀死了他。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,3,7.28.3,项羽本纪,楚军北进，烧毁齐国房屋，夷平齐国城郭，坑杀田荣降卒，掳掠老弱妇女。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,4,7.28.4,项羽本纪,在齐攻城略地，直至北海，到处烧杀掠夺。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,5,7.28.5,项羽本纪,齐国人联合起来反抗项羽。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,6,7.28.6,项羽本纪,田荣的弟弟田横收集齐国逃散的士卒，得到几万人，反于城阳。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,7,7.28.7,项羽本纪,项王因此留下来，连续攻打几次都没有攻下城阳。,-0205-12,-0204-03,,汉二年冬,7.28.1,-0205-12,-0204-03,-0205-12-01to-0204-03-01,,,,,,,,,Agent TimeBlock=7.28.1; TM=汉二年冬; Granularity=1. | consensus:majority=3/3,-0205-12,-0204-03,,,
H-C4,H-C4,8,7.29.1,项羽本纪,春天，汉王统率五路诸侯的军队，共五十六万人，东进伐楚。,-0204-03,-0204-04,,汉二年春,7.29.1,-0204-03,-0204-04,-0204-03-01to-0204-04-01,,,1,春天,,,,,Agent TimeBlock=7.29.1; TM=汉二年春; Granularity=1. | consensus:majority=3/3,-0204-03,-0204-04,,,
H-C4,H-C4,9,7.29.2,项羽本纪,项王听到这个消息，即令诸将攻打齐国，而自己带领精兵三万人南下，由鲁越过胡陵。,-0204-03,-0204-04,,汉二年春,7.29.1,-0204-03,-0204-04,-0204-03-01to-0204-04-01,,,,,,,,,Agent TimeBlock=7.29.1; TM=汉二年春; Granularity=1. | consensus:majority=3/3,-0204-03,-0204-04,,,
H-C4,H-C4,10,7.29.3,项羽本纪,四月，汉军都已进入彭城，搜掠财物珍宝和美女，天天设筵会饮，项王向西进发，到达萧县，早晨攻击汉军，向东进发，到达彭城，中午，把汉军打得大败。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,1,四月,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,11,7.29.4,项羽本纪,汉军溃退，相继逃入谷水、泗水，楚军杀死了十多万汉军士卒。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,12,7.29.5,项羽本纪,汉军向南往山里逃跑，楚军又追击到灵壁东面的睢水上。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,13,7.29.6,项羽本纪,汉军退却，为楚军所逼，拥挤在一起，多被杀伤，汉军十多万人落入睢水，睢水为之不流。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,14,7.29.7,项羽本纪,楚军把汉王包围了三层。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,15,7.29.8,项羽本纪,这时大风从西北刮起，吹断了树木，掀毁了房屋，飞沙走石，天色昏昏沉沉，（狂风夹杂着沙石）向楚军迎面扑来。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,16,7.29.9,项羽本纪,楚军大乱，阵形溃散，汉王才得以和几十个骑兵逃走。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,17,7.29.10,项羽本纪,打算经过沛县，接取家眷西行；楚军也派人追往沛县，掠取汉王家眷。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,18,7.29.11,项羽本纪,家眷都已逃亡，没有和汉王相见。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,19,7.29.12,项羽本纪,汉王在路上遇到了孝惠、鲁元，就用车拉着一块儿走。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,20,7.29.13,项羽本纪,楚军骑兵追赶汉王，汉王着急了，把孝惠、鲁元推下车去，膝公便下车把他们抱上来，这样推下抱上了好几次。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,21,7.29.14,项羽本纪,滕公说：“事虽危急，不是可以把车赶得快一些！怎么能丢弃他们！”,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,22,7.29.15,项羽本纪,汉王终于脱身而出。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,23,7.29.16,项羽本纪,他寻找太公、吕后，没有找到。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,24,7.29.17,项羽本纪,审食其跟随太公、吕后从小路潜行，寻找汉王，反而碰上了楚军。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,25,7.29.18,项羽本纪,楚军就带他们回到军营，报告了项王，项王把他们拘留在军营里。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,26,7.30.1,项羽本纪,这时吕后的哥哥周吕侯为汉率兵驻扎在下邑，汉王抄小路来到周吕侯那里，稍稍收集了一些逃散的士卒。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,27,7.30.2,项羽本纪,到了荥阳，各路败军都会合在一起，萧何也征发关中没有著籍的老弱全部来到荥阳，声势又振作起来。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,28,7.30.3,项羽本纪,楚军从彭城出发，常常乘胜追击败兵，与汉军在荥阳南面的京、索之间交战，汉军打败了楚军，楚军因此不能越过荥阳西进。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,29,7.31.1,项羽本纪,项王解救彭城，追赶汉王到达荥阳，田横乘机收复了齐国，立田荣子田广为齐王。,-0204-04,-0204-10,,汉二年四月,7.29.3,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.29.3; TM=汉二年四月; Granularity=2. | consensus:majority=3/3,-0204-04,-0204-10,,,
H-C4,H-C4,30,7.31.2,项羽本纪,汉王在彭城战败，诸侯又都向楚背汉。,-0204-04,-0204-10,,汉高祖元年四月,7.31.2,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,1,汉王,,,,,Agent TimeBlock=7.31.2; TM=汉高祖元年四月; Granularity=0. | consensus:majority=2/3,-0204-04,-0204-10,,,
H-C4,H-C4,31,7.31.3,项羽本纪,汉军驻扎在荥阳，修筑了一条甬道，与黄河相连，以便运取敖仓的粮食。,-0204-04,-0204-10,,汉高祖元年四月,7.31.2,-0204-04,-0204-10,-0204-04-01to-0204-10-01,,,,,,,,,Agent TimeBlock=7.31.2; TM=汉高祖元年四月; Granularity=0. | consensus:majority=2/3,-0204-04,-0204-10,,,
H-C4,H-C4,32,7.32.1,项羽本纪,汉三年，项王屡次侵夺汉军的甬道，汉王粮食缺乏，恐慌起来，请求讲和，划分荥阳以西归汉。,-0204-10,+infinity,,汉三年,7.32.1,-0204-10,+infinity,-0204-10-01to+infinity,,,1,汉三年,,,,,Agent TimeBlock=7.32.1; TM=汉三年; Granularity=1. | consensus:majority=3/3,-0204-10,+infinity,,,
H-C5,H-C5a,1,8.16.1,高祖本纪,秦二世三年，楚怀王看到项梁的军队被打垮了，心里恐惧，迁离盱台，建都彭城，合并吕臣、项羽的军队，亲自统率。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,1,秦二世三年,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,2,8.16.2,高祖本纪,以沛公任砀郡长，封为武安侯，统领砀郡的军队。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,3,8.16.3,高祖本纪,封项羽为长安侯，号为鲁公。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,4,8.16.4,高祖本纪,吕臣任司徒，他的父亲吕青作令尹。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,5,8.17.1,高祖本纪,赵多次请求救援，楚怀王就以宋义为上将军，项羽为次将，范增为未将，北上救赵。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,6,8.17.2,高祖本纪,命令沛公西出略地，打入关中。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,7,8.17.3,高祖本纪,同将领们约定：先攻入关中的，就封在关中做王。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,8,8.18.1,高祖本纪,这时候，秦军强盛，常常乘胜追击，众将领没有认为先入关的是有利的。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
H-C5,H-C5a,9,8.18.2,高祖本纪,唯独项羽痛恨秦打垮了项梁的军队，心中愤激，愿和沛公西进入关。,-0207-10,-0206-11,,秦二世三年,8.16.1,-0207-10,-0206-11,-0207-10-01to-0206-11-01,,,,,,,,,Agent TimeBlock=8.16.1; TM=秦二世三年; Granularity=1. 本 case 按规划检查跨文本 Agent；该句未检测到具体跨文本传播源。 | consensus:majority=3/3,-0207-10,-0206-11,,,
