case_id,part_id,item_no,sentence_id,source_text,sentence,ai_start_ym,ai_end_ym,ai_unknown,ai_tm,ai_timeblock_id,ai_timeblock_start_tm,ai_timeblock_end_tm,ai_iso_range,ai_crossdoc_used,ai_crossdoc_source_timeblock,ai_oti_exists,ai_oti_text,ai_sink,ai_sink_reason,ai_interlude,ai_interlude_reason,ai_agent_note,participant_start_ym,participant_end_ym,participant_unknown,participant_notes,accepted_ai_without_edit
H-C1,H-C1,1,53.10.1,萧相国世家,汉十一年，陈豨反叛，高祖亲自率军到了邯郸。,-0196-10,-0196-10,,汉十一年,ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.1|ec5c16db-4958-5f73-b7de-345523a3dbba.1.0001.2,汉十一年,汉十一年,-0196-10to-0196-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉十一年; end_time=汉十一年; notes= | step11_postprocess=start[汉十一年->-0196-10] end[汉十一年->-0196-10],,,,,
H-C2,H-C2,31,7.32.1,项羽本纪,汉三年，项王屡次侵夺汉军的甬道，汉王粮食缺乏，恐慌起来，请求讲和，划分荥阳以西归汉。,-0204-10,-0204-10,,汉三年,0f9e349c-6322-53dc-b976-643e077c9e50.2.0031.1|0f9e349c-6322-53dc-b976-643e077c9e50.2.0031.2,汉三年,汉三年,-0204-10to-0204-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉三年; end_time=汉三年; notes= | step11_postprocess=start[汉三年->-0204-10] end[汉三年->-0204-10],,,,,
H-C2,H-C2,32,7.32.2,项羽本纪,项王想要答应他。,-0204-10,-0204-10,,汉三年,0f9e349c-6322-53dc-b976-643e077c9e50.2.0032.1|0f9e349c-6322-53dc-b976-643e077c9e50.2.0032.2,汉三年,汉三年,-0204-10to-0204-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉三年; end_time=汉三年; notes=承接上文，项王想要答应讲和 | step11_postprocess=start[汉三年->-0204-10] end[汉三年->-0204-10],,,,,
H-C2,H-C2,33,7.32.3,项羽本纪,历阳侯范增说：“汉军容易对付，现在放掉他们，不予以消灭，以后一定要懊悔。”,-0204-10,-0204-10,,汉三年,0f9e349c-6322-53dc-b976-643e077c9e50.2.0033.1|0f9e349c-6322-53dc-b976-643e077c9e50.2.0033.2,汉三年,汉三年,-0204-10to-0204-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉三年; end_time=汉三年; notes=范增劝说，时间在汉三年 | step11_postprocess=start[汉三年->-0204-10] end[汉三年->-0204-10],,,,,
H-C2,H-C2,34,7.32.4,项羽本纪,项王就和范增加紧围攻荥阳。,-0204-10,-0204-10,,汉三年,0f9e349c-6322-53dc-b976-643e077c9e50.2.0034.1|0f9e349c-6322-53dc-b976-643e077c9e50.2.0034.2,汉三年,汉三年,-0204-10to-0204-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉三年; end_time=汉三年; notes=项王和范增加紧围攻荥阳，时间在汉三年 | step11_postprocess=start[汉三年->-0204-10] end[汉三年->-0204-10],,,,,
H-C2,H-C2,35,7.35.2,项羽本纪,汉四年，项王围攻成皋。,-0203-10,-0203-10,,汉四年,0f9e349c-6322-53dc-b976-643e077c9e50.2.0035.1|0f9e349c-6322-53dc-b976-643e077c9e50.2.0035.2,汉四年,汉四年,-0203-10to-0203-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉四年; end_time=汉四年; notes= | step11_postprocess=start[汉四年->-0203-10] end[汉四年->-0203-10],,,,,
H-C3,H-C3,1,8.5.1,高祖本纪,高祖作亭长时，曾经请假回家。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=事件发生在高祖作亭长时，但具体时间无法确定,,,,,
H-C3,H-C3,2,8.5.2,高祖本纪,吕后与两个孩子在田间除草，有一老人路过，要些水喝，吕后就请他吃了饭。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,3,8.5.3,高祖本纪,老人给吕后相面，说：“夫人是天下的贵人。”吕后让他给两个孩子看相。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,4,8.5.4,高祖本纪,老人看了孝惠，说：“夫人所以显贵，就是这个孩子的缘故。”看了鲁元，也是贵相。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,5,8.5.5,高祖本纪,老人已经走了，高祖正好从别人家来到田间，吕后告诉他一位客人从这里经过，给我们母子看相，说将来都是大贵人，高祖问老父在哪儿.,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,6,8.5.6,高祖本纪,吕后说：“走出不远。”,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,7,8.5.7,高祖本纪,高祖追上了老人，向他询问。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,8,8.5.8,高祖本纪,老人说：“刚才相过夫人和孩子，他们都跟你相似，你的相貌，贵不可言。”,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,9,8.5.9,高祖本纪,高祖便道谢说：“如果真像老父所说，决不忘记对我的恩德。”,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=与8.5.1同时，时间未知,,,,,
H-C3,H-C3,10,8.5.10,高祖本纪,等到高祖显贵，竟然不知道老人的去处了。,,,1,未知,,未知,未知,,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=高祖显贵后，但具体时间未知,,,,,
H-C3,H-C3,11,8.6.1,高祖本纪,高祖做亭长，以竹皮为帽，这帽子是他派求盗到薛县制做的，经常戴着它。,,,1,未知,,未知,未知,,,,,,1,描述性语句，说明高祖做亭长时的习惯，无具体事件,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=未知; end_time=未知; notes=背景描述，时间未知,,,,,
H-C3,H-C3,12,8.22.1,高祖本纪,汉元年十月，沛公的军队先于各路诸侯到达霸上。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0012.1|62b31032-4759-5d29-88fc-7085948abde9.3.0012.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=明确时间 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,13,8.22.2,高祖本纪,秦王于婴素车白马，用丝带系着脖子，封了皇帝的印玺和符节，在轵道旁投降。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0013.1|62b31032-4759-5d29-88fc-7085948abde9.3.0013.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,14,8.22.3,高祖本纪,将领们有的主张杀死秦王。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0014.1|62b31032-4759-5d29-88fc-7085948abde9.3.0014.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,15,8.22.4,高祖本纪,沛公说：“当初楚怀王派遣我，本来是因为我能宽大容人。况且人家已经降服，又杀死人家，不吉利。”,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0015.1|62b31032-4759-5d29-88fc-7085948abde9.3.0015.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,16,8.22.5,高祖本纪,于是就把秦王交给了官吏，向西进入咸阳。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0016.1|62b31032-4759-5d29-88fc-7085948abde9.3.0016.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,17,8.22.6,高祖本纪,沛公想要留在宫殿中休息，樊哙、张良劝说后，才封闭了秦宫的贵重珍宝、财物和库房，回军霸上。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0017.1|62b31032-4759-5d29-88fc-7085948abde9.3.0017.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,18,8.22.7,高祖本纪,召集各县的父老、豪杰说：“父老们苦于秦朝的严刑峻法已经很久了，诽谤朝政的要灭族，相聚议论的要在街市上处斩。我和诸侯们约定，先入关的在关中称王，我应当称王关中。同父老们约定，法律只有三章：杀人的处死，伤人和抢劫的处以与所犯罪相当的刑罚。其余的秦朝法律全部废除。官吏和百姓都要安居如故。我所以到这里来，是为父老们除害，不会有欺凌暴虐的行为，不要害怕。我所以回军霸上，是等待诸侯们到来制定共同遵守的纪律。”,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0018.1|62b31032-4759-5d29-88fc-7085948abde9.3.0018.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,19,8.22.8,高祖本纪,沛公派人与秦朝官吏巡行县城乡间，告谕百姓。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0019.1|62b31032-4759-5d29-88fc-7085948abde9.3.0019.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,20,8.22.9,高祖本纪,秦地的百姓大为高兴，争先恐后地拿出牛羊酒食款待士兵。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0020.1|62b31032-4759-5d29-88fc-7085948abde9.3.0020.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,21,8.22.10,高祖本纪,沛公又谦让不肯接受，说：“仓库的谷子很多，不缺乏，不愿破费百姓。”百姓更加高兴，唯恐沛公不做秦王。,-0206-10,-0206-10,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0021.1|62b31032-4759-5d29-88fc-7085948abde9.3.0021.2,汉元年十月,汉元年十月,-0206-10to-0206-10,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十月; notes=与8.22.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十月->-0206-10],,,,,
H-C3,H-C3,22,8.23.1,高祖本纪,有人劝沛公说：“秦地比天下富足十倍，地势好。如今听说章邯投降了项羽，项羽就给了雍王的封号，称王于关中。现在即将来到关中就国，你沛公恐怕不能占有这个地方了。应赶快派兵把守函谷关，不让诸侯军进来，逐渐征集关中兵，以加强实力，抵抗诸侯兵。”,-0206-10,-0206-11,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0022.1|62b31032-4759-5d29-88fc-7085948abde9.3.0022.2,汉元年十月,汉元年十一月,-0206-10to-0206-11,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十一月; notes=在沛公入关后、十一月项羽攻破函谷关前 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十一月->-0206-11],,,,,
H-C3,H-C3,23,8.23.2,高祖本纪,沛公赞成他的计策，照着做了。,-0206-10,-0206-11,,汉元年十月,62b31032-4759-5d29-88fc-7085948abde9.3.0023.1|62b31032-4759-5d29-88fc-7085948abde9.3.0023.2,汉元年十月,汉元年十一月,-0206-10to-0206-11,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十月; end_time=汉元年十一月; notes=与8.23.1同时 | step11_postprocess=start[汉高祖元年十月->-0206-10] end[汉高祖元年十一月->-0206-11],,,,,
H-C3,H-C3,24,8.23.3,高祖本纪,十一月间，项羽果然率领诸侯军西进，想要入关，而关门闭着。,-0206-11,-0206-11,,汉元年十一月,62b31032-4759-5d29-88fc-7085948abde9.3.0024.1|62b31032-4759-5d29-88fc-7085948abde9.3.0024.2,汉元年十一月,汉元年十一月,-0206-11to-0206-11,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十一月; end_time=汉元年十一月; notes=明确时间 | step11_postprocess=start[汉高祖元年十一月->-0206-11] end[汉高祖元年十一月->-0206-11],,,,,
H-C3,H-C3,25,8.23.4,高祖本纪,听说沛公已经平定关中，大怒，派黥布等攻破了函谷关。,-0206-11,-0206-11,,汉元年十一月,62b31032-4759-5d29-88fc-7085948abde9.3.0025.1|62b31032-4759-5d29-88fc-7085948abde9.3.0025.2,汉元年十一月,汉元年十一月,-0206-11to-0206-11,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十一月; end_time=汉元年十一月; notes=与8.23.3同时 | step11_postprocess=start[汉高祖元年十一月->-0206-11] end[汉高祖元年十一月->-0206-11],,,,,
H-C3,H-C3,26,8.23.5,高祖本纪,十二月间，就到了戏水。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0026.1|62b31032-4759-5d29-88fc-7085948abde9.3.0026.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=明确时间 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,27,8.23.6,高祖本纪,沛公左司马曹无伤听说项王发怒，,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0027.1|62b31032-4759-5d29-88fc-7085948abde9.3.0027.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,28,8.23.7,高祖本纪,要攻打沛公，派人告诉项羽说：“沛公想要称王关中，令子婴为相，珍宝被他全部占有了。”,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0028.1|62b31032-4759-5d29-88fc-7085948abde9.3.0028.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,29,8.23.8,高祖本纪,打算以此求得封赏。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0029.1|62b31032-4759-5d29-88fc-7085948abde9.3.0029.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,30,8.23.9,高祖本纪,亚父劝项羽进攻沛公。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0030.1|62b31032-4759-5d29-88fc-7085948abde9.3.0030.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,31,8.23.10,高祖本纪,当时项羽饱餐士卒，准备明日会战。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0031.1|62b31032-4759-5d29-88fc-7085948abde9.3.0031.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,32,8.23.11,高祖本纪,这时项羽兵四十万，号称百万。,,,,汉元年十二月,,汉元年十二月,汉元年十二月,,,,,,1,描述性语句，说明兵力对比，无具体事件,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=背景描述,,,,,
H-C3,H-C3,33,8.23.12,高祖本纪,沛公兵十万，号称二十万，兵力敌不过项羽。,,,,汉元年十二月,,汉元年十二月,汉元年十二月,,,,,,1,描述性语句，说明兵力对比，无具体事件,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=背景描述,,,,,
H-C3,H-C3,34,8.23.13,高祖本纪,恰巧项伯要救张良，夜间去见他。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0034.1|62b31032-4759-5d29-88fc-7085948abde9.3.0034.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,35,8.23.14,高祖本纪,（回来后，）用道理劝说项羽，项羽取消了进攻沛公的计划。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0035.1|62b31032-4759-5d29-88fc-7085948abde9.3.0035.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,36,8.23.15,高祖本纪,沛公带来了一百多骑兵，驰至鸿门，来见项羽，表示歉意。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0036.1|62b31032-4759-5d29-88fc-7085948abde9.3.0036.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,37,8.23.16,高祖本纪,项羽说：“这是你沛公左司马曹无伤向我说的。不然，我项羽何至于做这样的事。”,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0037.1|62b31032-4759-5d29-88fc-7085948abde9.3.0037.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,38,8.23.17,高祖本纪,沛公因为樊哙、张良的缘故，得以脱身返回。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0038.1|62b31032-4759-5d29-88fc-7085948abde9.3.0038.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,39,8.23.18,高祖本纪,回来后，立刻杀了曹无伤。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0039.1|62b31032-4759-5d29-88fc-7085948abde9.3.0039.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.23.5同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,40,8.24.1,高祖本纪,项羽向西进军，屠杀无辜，焚毁咸阳秦宫室，所过之处，无不遭到摧残破坏。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0040.1|62b31032-4759-5d29-88fc-7085948abde9.3.0040.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=项羽在鸿门宴后西进，时间在十二月 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,41,8.24.2,高祖本纪,秦地的百姓大失所望，然而心里恐惧，不敢不服从。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0041.1|62b31032-4759-5d29-88fc-7085948abde9.3.0041.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.24.1同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,42,8.25.1,高祖本纪,项羽派人回去报告楚怀王。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0042.1|62b31032-4759-5d29-88fc-7085948abde9.3.0042.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=项羽西进后，时间在十二月 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,43,8.25.2,高祖本纪,楚怀王说：“按照原来的约定办。”,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0043.1|62b31032-4759-5d29-88fc-7085948abde9.3.0043.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.25.1同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,44,8.25.3,高祖本纪,项羽怨恨楚怀王不肯让他与沛公一起西进入关，而派他北上救赵，,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0044.1|62b31032-4759-5d29-88fc-7085948abde9.3.0044.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.25.1同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,45,8.25.4,高祖本纪,在天下诸侯争夺称王关中的约定中落在后面，他就说：“怀王这个人，我家项梁所立，没有什么功劳，凭什么主持约定。本来安定天下的，是诸位将领和我项籍。”,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0045.1|62b31032-4759-5d29-88fc-7085948abde9.3.0045.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.25.1同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
H-C3,H-C3,46,8.25.5,高祖本纪,就假意推尊楚怀王为义帝，实际上不听从他的命令。,-0206-12,-0206-12,,汉元年十二月,62b31032-4759-5d29-88fc-7085948abde9.3.0046.1|62b31032-4759-5d29-88fc-7085948abde9.3.0046.2,汉元年十二月,汉元年十二月,-0206-12to-0206-12,,,,,,,,,Direct LLM baseline raw output; ISO will be post-processed by AIHAgent Step11; start_time=汉元年十二月; end_time=汉元年十二月; notes=与8.25.1同时 | step11_postprocess=start[汉高祖元年十二月->-0206-12] end[汉高祖元年十二月->-0206-12],,,,,
